"kv12","101111ha006.jpg","A II 1405","HISTORIA; 1300-luku; Ruotsi; KIRJALLINEN AIHE; Topelius; Yhdeksän hopearahaa; KOHTAUS; kuningatar; Blanka Namurilainen; Mauno Liehakon puoliso; prinssi; Haakon; äiti ja lapsi; laulaminen; INTERIÖÖRI; linna;  karhuntalja; lipas; käsityö; kaappi","öljy kankaalle","öljy, kangas","97","76","","",""
"kv381","f0125500.jpg","A-1994-225","MUOTOKUVA; nainen; malli; pariisilainen; rintakuva; aamutakki","pastelli paperille, kiinnitetty kankaalle","pastelli, paperi","","","","Finlands Nationalgalleri","445"
"kv383","f0138800.jpg","A I 215 B","FIGUURI; mies; malli; n. 3/5 vartalo; alaston; selin","öljy kankaalle","öljy, kangas","73","54","","","97"
"kv384","f0138900.jpg","A I 215 G","FIGUURI; mies; malli; alaston; kokovartalo edestä; kasvot profiilissa; viikset; nuija","öljy kankaalle","öljy, kangas","73","60","","","105"
"kv387","f0151300.jpg","A III 2028:183","","lyijykynä","lyijykynä, paperi","22","36","","",""
"kv388","f0151301.jpg","A III 2028:183","","lyijykynä","lyijykynä, paperi","22","36","","",""
"kv391","f0151600.jpg","A II 1319","KOHTAUS; lapset; pojat; urheilu; uinti; MAISEMA; Porvoonjoki; Porvoo; Uusimaa","lyijykynä ja tussi","lyijykynä, tussi, paperi","41","32","","Finlands Nationalgalleri",""
"kv414","f0170500.jpg","A III 2028:82","","lyijykynä","lyijykynä, paperi","37","46","","Finlands Nationalgalleri",""
"kv416","f0170700.jpg","A III 2028:309","","","lyijykynä, paperi","24","39","","Finlands Nationalgalleri",""
"kv420","f0171200.jpg","A III 2028:30","","tussi- ja seepialaveeraus","tussi, paperi, seepia","63","47","","",""
"kv423","f0171600.jpg","A III 2028:240","","tussi","tussi, paperi","30","44","","Finlands Nationalgalleri",""
"kv448","f0174400.jpg","A III 2022:43","","vesiväri","vesiväri, paperi","44","30","","",""
"kv458","f0175800.jpg","A III 2023:10","","seepialaveeraus","seepia, paperi","21","27","","Finlands Nationalgalleri","112"
"kv459","f0175900.jpg","A III 2028:245","","hiili","hiili, paperi","51","36","","Finlands Nationalgalleri",""
"kv460","f0176200.jpg","A III 2023:8","","tussilaveeraus","tussi, paperi","19","28","","Finlands Nationalgalleri","112"
"kv462","f0176400.jpg","A III 2028:280","","lyijykynä","lyijykynä, paperi","28","21","","Finlands Nationalgalleri",""
"kv463","f0176500.jpg","A III 2028:276","","tussi kalkeerauspaperille","tussi, kalkeerauspaperi","25","17","","Finlands Nationalgalleri",""
"kv471","f0177701.jpg","A II 1254:19","FIGUURI; mies; rintakuva; profiili; hatunnosto; MAISEMA; Caloniuksen hautamuistomerkki; Askainen; Varsinais-Suomi","lyijkynä","lyijkynä, paperi","33","25","","",""
"kv472","f0177702.jpg","A II 1254:19","FIGUURI; mies; rintakuva; profiili; hatunnosto; MAISEMA; Caloniuksen hautamuistomerkki; Askainen; Varsinais-Suomi","lyijkynä","lyijkynä, paperi","33","25","","",""
"kv483","f0178900.jpg","A III 2028:251","","hiili paperille","hiili, paperi","60","47","","Finlands Nationalgalleri",""
"kv490","f0181300.jpg","A III 2028:320","","lyijykynä ja tussi","lyijykynä, tussi, paperi","30","23","","",""
"kv496","f0182000.jpg","A III 2028:317","","lyijykynä","lyijykynä, paperi","23","37","","",""
"kv497","f0182001.jpg","A III 2028:317","","lyijykynä","lyijykynä, paperi","23","37","","",""
"kv507","f0183100.jpg","A III 2028:186","","lyijykynä","lyijykynä, paperi","22","36","","",""
"kv516","f0183900.jpg","A III 2022:71","","vesiväri","vesiväri, paperi","38","28","","",""
"kv522","f0184500.jpg","A III 2028:247","","","lyijykynä?, paperi","35","35","","",""
"kv549","f0187200.jpg","A II 1306","FIGUURI; ryhmä; lapset; laituri; sylissäpito","lyijykynä","lyijykynä, paperi","39","46","","Finlands Nationalgalleri",""
"kv555","f0187800.jpg","A II 1321","MUOTOKUVA; nainen; mme Saussine; rintakuva","lyijykynä","lyijykynä, paperi","49","32","","Finlands Nationalgalleri",""
"kv576","f0198200.jpg","A III 2028:56","","lyijykynä","lyijykynä, paperi","55","45","","",""
"kv579","f0198400.jpg","A III 2028:327","","lyijykynä","lyijykynä, paperi","12","7","","","781"
"kv583","f0199700.jpg","A III 2028:275","","hiili","hiili, paperi","49","32","","",""
"kv588","f0200900.jpg","A II 1519:19","","tussi ja lyijykynä","tussi, lyijykynä, paperi","29","22","","Finlands Nationalgalleri",""
"kv591","f0201200.jpg","A III 2014","MUOTOKUVA; mies; Sakari Topelius; runoilija; historioitsija; kirjailija; puolivartalo; istuva; juhlapuku; kaulahuivi; ikkuna; maisema","vesiväri","vesiväri","32","26","","Finlands Nationalgalleri",""
"kv599","f0202200.jpg","A III 2028:94","","lyijykynä","lyijykynä, paperi","22","36","","",""
"kv605","f0202800.jpg","A III 2022:15","","vesiväri","vesiväri, paperi","49","32","","",""
"kv610","f0203100.jpg","A III 2028:11","","lyijykynä","lyijykynä, paperi","34","21","","Finlands Nationalgalleri",""
"kv620","f0207101.jpg","A III 2034:6","","vesiväri","vesiväri, paperi","22","36","","Finlands Nationalgalleri",""
"kv632","f0208900.jpg","A III 2028:318","","tussi","tussi, paperi","23","26","","",""
"kv644","f0210601.jpg","A II 1312","KOHTAUS; lapset; pojat; leikki; merenranta ; FIGUURI; nainen; istuva; polvikuva; päivänvarjo","lyijykynä","lyijykynä, paperi","30","22","","Finlands Nationalgalleri",""
"kv650","f0211500.jpg","A II 1297","HISTORIA","lyijykynä","lyijykynä, paperi","20","31","","",""
"kv661","f0212300.jpg","A II 1302","FIGUURI; poika; jalat; tukki","lyijykynä","lyijykynä, paperi","38","24","","Finlands Nationalgalleri",""
"kv662","f0212301.jpg","A II 1302","FIGUURI; poika; jalat; tukki","lyijykynä","lyijykynä, paperi","38","24","","Finlands Nationalgalleri",""
"kv663","f0212400.jpg","A II 1320","FIGUURI; poika; lapsi; kokovartalo; istuva; tukki","","lyijykynä, paperi","39","24","","Finlands Nationalgalleri",""
"kv665","f0212600.jpg","A II 1282","FIGUURI; poika; kokovartalo; kädet taskussa","lyijykynä","lyijykynä, paperi","38","23","","Finlands Nationalgalleri",""
"kv675","f0214600.jpg","A III 2022:50","","vesiväri mahdollisesti valokuvalle","vesiväri, valokuva?","26","34","","Finlands Nationalgalleri",""
"kv692","f0219200.jpg","A V 4497","MUOTOKUVA ; nainen ; vanhus ; Anna Sinebrychoff ; kauppaneuvoksetar ; polvikuva ; istuva ; kävelykeppi ; hymyilevä ; INTERIÖÖRI ; sohva ; kukka ; lilja","vesiväri ja lyijykynä","vesiväri, lyijykynä, paperi","","","","Finlands Nationalgalleri",""
"kv693","f0221600.jpg","A I 754:109","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv694","f0221700.jpg","A I 754:93","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv695","f0221800.jpg","A I 754:35","","","lyijykynä, paperi","","","","",""
"kv696","f0221900.jpg","A I 754:223","VINJETTI; Uudenmaan vaakuna; miekat; kiväärit; torvi; lippu","tussi","tussi, paperi","","","","",""
"kv697","f0222000.jpg","A I 754:218","VINJETTI; muistomerkki; Adlercreutzin rintakuva; sotilaat; maisema; keskiaikainen kirkko","tussi ja valkoinen peiteväri","tussi, valkoinen peiteväri, paperi","","","","",""
"kv698","f0222100.jpg","A I 754:227","KIRJALLINEN AIHE; Runeberg; Vänrikki Stoolin tarinat; Adlercreutz-runo; KOHTAUS; hyökkäys; sotilaat; kaatuneet; Siikajoen jää","tussi ja valkoinen peiteväri","tussi, valkoinen peiteväri, paperi","","","","",""
"kv699","f0222200.jpg","A I 754:142","","laveeraus (tekniikka)","tussi, paperi","","","","",""
"kv700","f0222300.jpg","A I 754:139","","","lyijykynä, paperi","","","","",""
"kv701","f0222400.jpg","A I 754:162","","","lyijykynä, paperi","","","","",""
"kv702","f0222500.jpg","A I 754:98","eläin ; leijona ; makaava","","tussi, paperi","","","","",""
"kv703","f0222600.jpg","A I 754:143","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv704","f0222700.jpg","A I 754:40","","laveeraus (tekniikka)","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv705","f0222800.jpg","A I 754:89","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv706","f0222900.jpg","A I 754:115","","","tussi ja valkoinen peiteväri, paperi","12","23","","",""
"kv707","f0223000.jpg","A I 754:206","","tussi","tussi, paperi","","","","",""
"kv708","f0223100.jpg","A I 754:217","VINJETTI; soihtu; laakerinoksat","tussi ja valkoinen peiteväri","tussi, valkoinen peiteväri, paperi","","","","",""
"kv709","f0223200.jpg","A I 754:144","","","tussi, paperi","","","","",""
"kv710","f0223300.jpg","A I 754:34","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv711","f0223400.jpg","A I 754:8","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv712","f0223500.jpg","A I 754:118","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv713","f0223600.jpg","A I 754:97","","laveeraus (tekniikka), tussilaveeraus, valkoinen peiteväri","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv714","f0223700.jpg","A I 754:172","","","tussi, paperi","","","","",""
"kv715","f0223800.jpg","A I 754:9","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv716","f0223900.jpg","A I 754:7","","","tussi, valkoinen ja punainen peiteväri, paperi","","","","",""
"kv717","f0224000.jpg","A I 754:216","KIRJALLINEN AIHE; Runeberg; Vänrikki Stoolin tarinat; Maaherra-runo; Wibelius; lakikirja; pöydänkulma; sotilaat; kirjurit","tussilaveeraus ja valkoinen peiteväri","tussi, valkoinen peiteväri, paperi","","","","",""
"kv718","f0224100.jpg","A I 754:152","","","tussi, paperi","","","","",""
"kv719","f0224200.jpg","A I 754:158","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv720","f0224300.jpg","A I 754:55","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv721","f0224400.jpg","A I 754:73","","laveeraus (tekniikka)","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv722","f0224500.jpg","A I 754:70","","laveeraus (tekniikka)","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv723","f0224600.jpg","A I 754:92","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv724","f0224700.jpg","A I 754:52","","","lyijykynä, paperi","","","","",""
"kv725","f0224800.jpg","A I 754:204","KIRJALLINEN AIHE; Runeberg; Vänrikki Stoolin tarinat; Numero viisitoista Stolt-runo; KOHTAUS; hyökkäys; sotilaat; Lurjus; kaatunut; kivääri; rinne; metsä","mustaliitu","mustaliitu, paperi","","","","",""
"kv726","f0224900.jpg","A I 754:113","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv727","f0225100.jpg","A I 754:116","","","tussi, paperi","","","","",""
"kv728","f0225200.jpg","A I 754:39","","","tussi, paperi","","","","",""
"kv729","f0225300.jpg","A I 754:99","","laveeraus (tekniikka)","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv730","f0225400.jpg","A III 2028:105","","hiili","hiili, paperi","38","52","","Finlands Nationalgalleri",""
"kv731","f0225600.jpg","A I 754:74","","","mustaliitu, paperi","","","","",""
"kv732","f0225700.jpg","A I 754:114","","laveeraus (tekniikka)","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv733","f0225800.jpg","A I 754:72","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv734","f0225900.jpg","A I 754:94","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv736","f0226100.jpg","A I 754:213","VINJETTI; vaaka; lakikirja; miekka; pistoolit; kirveet; laakeripunokset","tussi ja valkoinen peiteväri","tussi, valkoinen peiteväri, paperi","","","","",""
"kv737","f0226300.jpg","A I 754:112","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv738","f0226500.jpg","A I 754:36","","tussilaveeraus, valkoiset korosteet","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv739","f0226600.jpg","A I 754:205","KIRJALLINEN AIHE; Runeberg; Vänrikki Stoolin tarinat; Numero viisitoista Stolt-runo; KOHTAUS; Döbeln; hevonen; Lurjus; nyrkinnäyttö; sotilaat","mustaliitu, lyijykynä, vesiväri ja valkoinen peiteväri","mustaliitu, lyijykynä, vesiväri, valkoinen peiteväri, paperi","","","","",""
"kv743","f0236900.jpg","A I 754:30","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv749","f5009300.jpg","A I 754:141","","","tussi, paperi","","","","",""
"kv750","f5009400.jpg","A I 754:71","","","tussi, paperi","","","","",""
"kv751","f5009500.jpg","A I 754:215","ALKUKIRJAIN; K-kirjain; kirja; laakerinoksa","tussi","tussi, paperi","","","","",""
"kv752","f5009700.jpg","A I 754:13 a","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv753","f5009900.jpg","A I 754:110","","","tussi, paperi","","","","",""
"kv771","f5012000.jpg","A III 2028:33","","tussi ja seepia","tussi, seepia, paperi","34","23","","Finlands Nationalgalleri","158"
"kv788","f5022400.jpg","A I 754:91","","","tussi, paperi","","","","",""
"kv789","f5022401.jpg","A I 754:91","","","tussi, paperi","","","","",""
"kv791","f5022600.jpg","A I 754:230","VINJETTI; miekka; laakeriseppele; nauhat","tussi","tussi, paperi","","","","",""
"kv792","f5022700.jpg","A I 754:203","ALKUKIRJAIN; I-kirjain; palmunlehvä","tussi ja valkoinen peiteväri","tussi, valkoinen peiteväri, paperi","","","","",""
"kv793","f5022800.jpg","A I 754:202","ALKUKIRJAIN; D-kirjain; palmunlehvä","tussi ja valkoinen peiteväri","tussi, valkoinen peiteväri, paperi","","","","",""
"kv795","f5023000.jpg","A I 754:214","ALKUKIRJAIN; D-kirjain; kirja; laakerinoksa","tussi","tussi, paperi","","","","",""
"kv796","f5023100.jpg","A I 754:42","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv797","f5023200.jpg","A I 754:31","","","tussi, paperi","","","","",""
"kv810","f5024400.jpg","A II 1519:1","","seepia ja lyijykynä","seepia, lyijykynä, paperi","21","23","","",""
"kv818","f5025200.jpg","A II 766:1","MUOTOKUVA ; profiili ; mies ; rintakuva","punaruskea viivasyövytys (tekniikka), punaruskea viivasyövytys","paperi","","","","Finlands Nationalgalleri",""
"kv822","f5025600.jpg","A I 754:37","","","tussi, paperi","","","","",""
"kv825","f5025900.jpg","A I 754:111","","","tussi, paperi","","","","",""
"kv826","f5026000.jpg","A I 754:90","","","tussi, paperi","","","","",""
"kv827","f5026100.jpg","A I 754:32","","","tussi, paperi","","","","",""
"kv828","f5026200.jpg","A I 754:140","","","tussi, paperi","","","","",""
"kv834","f5035200.jpg","A I 754:117","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv835","f5035300.jpg","A I 754:77","","laveeraus (tekniikka)","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv838","f5045600.jpg","A III 2028:297","","tussi","tussi, paperi","21","28","","Finlands Nationalgalleri",""
"kv842","f5054000.jpg","A I 754:16","","tussilaveeraus ja peiteväri","tussi ja peiteväri, paperi","","","","",""
"kv848","f5059900.jpg","A II 1636","","lyijykynä","lyijykynä, paperi","31","20","","Finlands Nationalgalleri",""
"kv849","f5060000.jpg","A II 1638","","lyijykynä","lyijykynä, paperi","50","33","","Finlands Nationalgalleri",""
"kv851","f5065100.jpg","A III 2028:262","","tussi ja lyijykynä","tussi, paperi","12","9","","",""
"kv852","f5065200.jpg","A II 771:3","MUOTOKUVA ; rintakuva ; mies ; vanhus ; USKONTO ; juutalaisuus ; rabbiini ; kirja","viivasyövytys ja kuivaneula (tekniikka), viivasyövytys ja kuivaneula","paperi","","","","Finlands Nationalgalleri",""
"kv854","f5065400.jpg","A I 754:38","","","tussi, paperi","","","","",""
"kv871","f5070800.jpg","A III 1957","MUOTOKUVA; mies; August Streng; rintakuva","öljy kankaalle","öljy, kangas","43","34","","Finlands Nationalgalleri","730"
"kv872","f5070900.jpg","A III 2023:9","","seepialaveeraus, valkoiset guassikorosteet","seepia, guassi, paperi","31","48","","Finlands Nationalgalleri",""
"kv874","f5071300.jpg","A IV 2816","","hiili","hiili, paperi","61","47","","",""
"kv875","f5071400.jpg","A II 1047","","hiili","hiili, paperi","62","43","","",""
"kv880","f5072000.jpg","","","hiili","hiili, paperi","47","61","","Finlands Nationalgalleri",""
"kv881","f5072100.jpg","A II 1045","","hiili","hiili, paperi","69","57","","",""
"kv882","f5072200.jpg","A II 1046","","hiili","hiili, paperi","62","43","","",""
"kv898","g0061000.jpg","A I 215 H","","","öljy, kangas","80","64","","","117"
"kv912","i0019500.jpg","A III 2034:1","","seepia-ja vesivärilaveeraus","seepia, vesiväri, paperi","12","19","","",""
"kv913","i0062900.jpg","A III 1999","FIGUURI; lapsi; kokovartalo; istuva; sivukuva; n. 3-vuotias","öljy puulle","öljy, puu","21","18","","Finlands Nationalgalleri","438"
"kv914","i0126100.jpg","A III 1964","KOHTAUS; HENKILÖKUVA; nainen; Berta Edelfelt; taiteilijan sisar; ruuhi; veneen keula; ranta; metsä","öljy kankaalle","öljy, kangas","37","53","","Finlands Nationalgalleri",""
"kv918","j0047200.jpg","A I 754:67","","","tussi, paperi","","","","",""
"kv919","j0047500.jpg","A I 754:65","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv920","j0047600.jpg","A I 754:66","","","tussi, paperi","12","7","","",""
"kv921","j0047700.jpg","A I 754:68","","tussilaveeraus, valkoiset korosteet","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv922","j0048100.jpg","A I 754:69","","","tussi ja valkoinen peiteväri, paperi","27","20","","",""
"kv924","j0049600.jpg","A II 1503","RAKENNETTU MAISEMA; kaupunkikuva; Pariisi; Ranska; talvi; lumi; savupiiput; katu","öljy puulle","öljy, puu","46","37","","Finlands Nationalgalleri","529"
"kv925","j0076100.jpg","A I 754:100","","tussi, valkoinen peiteväri","tussi, valkoinen peiteväri, paperi","","","","",""
"kv926","j0076200.jpg","A I 754:201","KIRJALLINEN AIHE; Runeberg; Vänrikki Stoolin tarinat; Numero viisitoista Stolt-runo; KOHTAUS; Döbeln; ratjastaja; hatunnosto; rintaman tarkastus; sotilaat; MAISEMA; tie; tykki; aita","tussi- ja  vesivärilaveeraus, valkoinen peiteväri","tussi, vesiväri ja valkoinen peiteväri, paperi","","","","",""
"kv927","j0100100.jpg","A III 2019","KOHTAUS; musiikki; Bellman; luuttu; laulaminen; seurue; INTERIÖÖRI; pöytä; punssimalja; lasit","tussi, laveerattu vesivärein","tussi, vesiväri, paperi","29","47","","Finlands Nationalgalleri","514"
"kv931","j0136200.jpg","A II 1517:26 / 8","","","","","","","Finlands Nationalgalleri",""
"kv932","j0136300.jpg","A II 1517:26 / 7","","","","","","","Finlands Nationalgalleri",""
"kv933","j0137000.jpg","A II 1517:26 / 6","","","","","","","Finlands Nationalgalleri",""
"kv934","j0137001.jpg","A II 1517:26 / 6","","","","","","","Finlands Nationalgalleri",""
"kv937","j0138800.jpg","A II 1517:26 / 1","","","","","","","Finlands Nationalgalleri",""
"kv939","j0139100.jpg","A II 1517:26 / 29","","","","","","","Finlands Nationalgalleri",""
"kv940","j0139300.jpg","A II 1517:26 / 28","","","","","","","Finlands Nationalgalleri",""
"kv941","j0139301.jpg","A II 1517:26 / 28","","","","","","","Finlands Nationalgalleri",""
"kv942","j0139400.jpg","A II 1517:26 / 31","","","","","","","Finlands Nationalgalleri",""
"kv943","j0139401.jpg","A II 1517:26 / 31","","","","","","","Finlands Nationalgalleri",""
"kv944","j0139500.jpg","A II 1517:26 / 26","","","","","","","Finlands Nationalgalleri",""
"kv945","j0139501.jpg","A II 1517:26 / 26","","","","","","","Finlands Nationalgalleri",""
"kv946","j0139600.jpg","A II 1517:26 / 21","","","","","","","Finlands Nationalgalleri",""
"kv947","j0139700.jpg","A II 1517:26 / 20","","","","","","","Finlands Nationalgalleri",""
"kv949","j0139900.jpg","A II 1517:26 / 17","","","","","","","",""
"kv956","j0141700.jpg","A II 1517:26 / 53","","","","","","","Finlands Nationalgalleri",""
"kv957","j0141701.jpg","A II 1517:26 / 53","","","","","","","Finlands Nationalgalleri",""
"kv958","j0142000.jpg","A II 1517:26 / 52","","","","","","","Finlands Nationalgalleri",""
"kv959","j0142001.jpg","A II 1517:26 / 52","","","","","","","Finlands Nationalgalleri",""
"kv964","j0142500.jpg","A II 1517:26 / 40","","","","","","","Finlands Nationalgalleri",""
"kv965","j0142501.jpg","A II 1517:26 / 40","","","","","","","Finlands Nationalgalleri",""
"kv966","j0142600.jpg","A II 1517:26 / 38","","","","","","","Finlands Nationalgalleri",""
"kv967","j0142601.jpg","A II 1517:26 / 38","","","","","","","Finlands Nationalgalleri",""
"kv996","k0002601.jpg","A II 1517:47","","","lyijykynä, tussi, vesiväri, paperi","13","21","","Finlands Nationalgalleri",""
"kv1003","k03766.jpg","A II 1517:12 / 4","","","","","","","Finlands Nationalgalleri",""
"kv1079","k0055600.jpg","A II 1517:10 / 42","","","","","","","Finlands Nationalgalleri",""
"kv1080","k0055700.jpg","A II 1517:10 / 40","","","","","","","Finlands Nationalgalleri",""
"kv1081","k0055800.jpg","A II 1517:10 / 38","","","lyijykynä","","","","Finlands Nationalgalleri",""
"kv1082","k0055900.jpg","A II 1517:10 / 36","","","","","","","Finlands Nationalgalleri",""
"kv1083","k0056100.jpg","A II 1517:10 / 34","","","","","","","Finlands Nationalgalleri",""
"kv1099","k0057900.jpg","A II 1517:10 / 29","","","","","","","Finlands Nationalgalleri",""
"kv1115","k0059600.jpg","A II 1517:10 / 39","","","","","","","Finlands Nationalgalleri",""
"kv1116","k0059700.jpg","A II 1517:10 / 35","","","","","","","Finlands Nationalgalleri",""
"kv1139","k0063100.jpg","A II 1517:24 / 97","","","","","","","Finlands Nationalgalleri",""
"kv1153","k0065700.jpg","A II 1517:24 / 94","","","","","","","Finlands Nationalgalleri",""
"kv1154","k0065800.jpg","A II 1517:29 / 24","","","","","","","",""
"kv1158","k0066200.jpg","A II 1517:29 / 14","","","","","","","",""
"kv1159","k0066300.jpg","A II 1517:29 / 12","","","","","","","",""
"kv1162","k0066600.jpg","A I 754:136","KIRJALLINEN AIHE; Runeberg; Vänrikki Stoolin tarinat; Matkamiehen näky-runo; KOHTAUS; nainen; Ramsayn veljesten äiti; mies; palvelija; kynttelikkö; INTERIÖÖRI; taulugalleria; muotokuvat","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv1166","k0075700.jpg","A I 754:124","","hiili, peiteväri","hiili, paperi","","","","",""
"kv1167","k0075800.jpg","A I 754:23","","","mustaliitu ja valkoinen peiteväri, paperi","","","","",""
"kv1168","k0076000.jpg","A I 754:59","","","tussi ja valkoinen, paperi","","","","",""
"kv1169","k0076100.jpg","A I 754:54","","","tussi, paperi","","","","",""
"kv1170","k0076200.jpg","A I 754:57 a","","","tussi ja valkoinen peiteväri, paperi","","","","",""
"kv1171","k0076800.jpg","A I 754:60","","","tussi, paperi","","","","",""
"kv1172","k0088600.jpg","A II 1517:29 / 42","","","","","","","",""
"kv1173","k0088700.jpg","A II 1517:29 / 40","","","","","","","",""
